id,enota,tip,leto,adaptirano,nadstropje,velikost,cena,agencija,opis 
6196154,LJ. MOSTE,dvosobno,1965,None,3,57.2,146000.0,Realia d.o.o.,"57,2 m2, 2-sobno, zgrajeno l. 1965, 3/4 nad., obnovljena kopalnica, nova okna z ruletami, novi radiatorji, protivlomna v..."
6219414,LJ. MOSTE,trisobno,1980,2012,4,73.7,189000.0,Casa 69 d.o.o.,"73,7 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2012, 4. nad., V nakup vam ponujamo atraktivno stanovanje na izjemni i..."
6218009,LJ. MOSTE,garsonjera,2016,2016,1,23.0,81500.0,Zasebna ponudba,"23 m2, garsonjera, adaptirana l. 2016, 1/5 nad., prodamo. Cena: 81.500,00 EUR"
6217301,LJ. MOSTE,trisobno,2009,None,3,92.6,288000.0,COOP nepremičnine d.o.o.,"92,6 m2, 3-sobno, zgrajeno l. 2009, 3/7 nad., odlično družinsko stanovanje, prodamo. Cena: 288.000,00 EUR"
6205874,LJ. MOSTE,trisobno,1880,1987,1,100.0,140000.0,Rocco nepremičnine d.o.o.,"100 m2, 3-sobno, zgrajeno l. 1880, adaptirano l. 1987, 1/M, V naselju Šmartno ob Savi prodamo prijetno dupleks stanovanj..."
6217718,LJ. MOSTE,garsonjera,2016,2016,4,21.82,68000.0,"Agencija Tomc, d.o.o.","21,82 m2, garsonjera, adaptirana l. 2016, 4. nad., parkirišče, dvigala ni, prodamo. Cena: 68.000,00 EUR"
6220211,LJ. MOSTE,garsonjera,1977,2018,4,23.8,78000.0,Studio modul d.o.o.,"23,8 m2, garsonjera, zgrajena l. 1977, adaptirana l. 2018, 4/4 nad., funkcionalno in na novo opremljeno stanovanje, ZK s..."
6207230,LJ. MOSTE,dvosobno,1976,None,12,45.7,129900.0,Zasebna ponudba,"45,7 m2, 2-sobno, zgrajeno l. 1976, 12/14 nad., čudovit pogled nad Ljubljano, zamenjana okna, svetlo in prijetno stanova..."
6214657,LJ. MOSTE,dvosobno,1975,2017,4,60.1,139000.0,MESTO NEPREMIČNIN d.o.o.,"60,1 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2017, 4/4 nad., svetlo in prostorno stanovanje, v bližini celotna infr..."
6186948,LJ. MOSTE,dvoinpolsobno,1976,None,4,65.7,175000.0,MP PROJEKT d.o.o.,"65,7 m2, 2,5-sobno, zgrajeno l. 1976, 4. nad., v bližini sprehajalne poti ob Ljubljanici, popolnoma prenovljeno, prodamo..."
6198666,LJ. MOSTE,trisobno,1975,2016,2,78.7,230000.0,MESTO NEPREMIČNIN d.o.o.,"78,7 m2, 3-sobno, zgrajeno l. 1975, adaptirano l. 2016, 2/4 nad., prostorno in svetlo stanovanje, delno adaptirano, prod..."
6204444,LJ. MOSTE,trisobno,1975,None,4,83.0,168000.0,Agencija Jakkra-n d.o.o.,"83 m2, 3-sobno, zgrajeno l. 1975, 4/4 nad., obnovljena okna, kopalnica in WC, lepo urejeno in svetlo, v mirnem delu nase..."
6219341,LJ. MOSTE,trisobno,1976,None,VP,83.1,179000.0,FIN nepremičninsko posredovanje Robert Fekonja s.p.,"83,1 m2, 3-sobno, zgrajeno l. 1976, VP/4 nad., Stanovanje se nahaja v mirnem in urejenem naselju, veliko zelenja, spreha..."
6210360,LJ. MOSTE,trisobno,1975,None,2,87.1,240000.0,Svet RE d.o.o.,"87,1 m2, 3-sobno, zgrajeno l. 1975, 2. nad., prostorno, svetlo, JZ lega, odprt pogled, opremljeno, delno prenovljeno, pa..."
6216337,LJ. MOSTE,štiriinpolsobno,1977,2011,12,95.1,235000.0,MESTO NEPREMIČNIN d.o.o.,"95,1 m2, 4,5-sobno, zgrajeno l. 1977, adaptirano l. 2011, 12/13 nad., prostorno, družinsko, s pogledom na tri strani neb..."
6214351,LJ. MOSTE,garsonjera,1977,None,4,21.8,76000.0,Feniks nepremičnine d.o.o.,"21,8 m2, garsonjera, zgrajena l. 1977, 4/4 nad., prodamo. Cena: 76.000,00 EUR"
6197974,LJ. MOSTE,dvoinpolsobno,1978,2011,5,64.6,190000.0,Agencija Jakkra-n d.o.o.,"64,6 m2, 2,5-sobno, zgrajeno l. 1978, adaptirano l. 2011, 5/13 nad., Zelo lepo in svetlo stanovanje, dvosobno, predelano..."
6215362,LJ. MOSTE,dvosobno,2018,2018,VP,58.3,178000.0,SKYNEP nepremičnine d.o.o.,"58,3 m2, 2-sobno, adaptirano l. 2018, 78 m2 zemljišča, visoko pritličje, ob robu naselja, na lepi in sončni lokaciji, se..."
6219611,LJ. MOSTE,enosobno,2018,None,1,37.1,120000.0,Lares nepremičninska družba d.o.o.,"37,1 m2, 1-sobno, zgrajeno l. 2018, 1. nad., NOVOGRADNJA Na lokaciji, ki je le 2 minuti oddaljena od Ljubljanske vzhodne..."
6218513,LJ. MOSTE,dvosobno,2018,None,P,69.3,185000.0,Lares nepremičninska družba d.o.o.,"69,3 m2, 2-sobno, zgrajeno l. 2018, pritličje, NOVOGRADNJA Na lokaciji, ki je le 2 minuti oddaljena od Ljubljanske vzhod..."
6219057,LJ. MOSTE,enoinpolsobno,2018,None,P,67.57,185000.0,Studio modul d.o.o.,"67,57 m2, 1,5-sobno, zgrajeno l. 2018, P/3 nad., NOVOGRADNJA, moderno zasnovan večstanovanjski objekt z 10 stanovanji, v..."
6219085,LJ. MOSTE,trisobno,2018,None,1,110.64,310000.0,Studio modul d.o.o.,"110,64 m2, 3-sobno, zgrajeno l. 2018, 1/3 nad., NOVOGRADNJA, moderno zasnovan večstanovanjski objekt z 10 stanovanji, v ..."
6219090,LJ. MOSTE,triinpolsobno,2018,None,1,115.07,320000.0,Studio modul d.o.o.,"115,07 m2, 3,5-sobno, zgrajeno l. 2018, 1/3 nad., NOVOGRADNJA, moderno zasnovan večstanovanjski objekt z 10 stanovanji, ..."
6219095,LJ. MOSTE,trisobno,2018,None,2,118.8,300000.0,Studio modul d.o.o.,"118,8 m2, 3-sobno, zgrajeno l. 2018, 2/3 nad., NOVOGRADNJA, moderno zasnovan večstanovanjski objekt z 10 stanovanji, v b..."
6220429,LJ. MOSTE,enoinpolsobno,2018,None,P,67.0,280000.0,Studio modul d.o.o.,"67 m2, 1,5-sobno, zgrajeno l. 2018, pritličje, NOVOGRADNJA, lasten atrij v izmeri 31 m2, moderno zasnovan večstanovanjsk..."
6219097,LJ. MOSTE,trisobno,2018,None,3,108.79,320000.0,Studio modul d.o.o.,"108,79 m2, 3-sobno, zgrajeno l. 2018, 3/3 nad., NOVOGRADNJA, moderno zasnovan večstanovanjski objekt z 10 stanovanji, v ..."
6215598,LJ. MOSTE,trisobno,1967,2017,8,72.1,219000.0,Inalbea d.o.o.,"72,1 m2, 3-sobno, zgrajeno l. 1967, adaptirano l. 2017, 8. nad., popolnoma opremljeno, svetlo in urejeno stanovanje, fun..."
6196685,LJ. MOSTE,enosobno,1997,2017,2,35.0,112500.0,Zasebna ponudba,"35 m2, 1-sobno, zgrajeno l. 1997, adaptirano l. 2017, 2/3 nad., prodamo. Cena: 112.500,00 EUR"
6178789,LJ. MOSTE,trisobno,1975,2012,PK,71.4,165000.0,MESTO NEPREMIČNIN d.o.o.,"71,4 m2, 3-sobno, zgrajeno l. 1975, adaptirano l. 2012, PK/4 nad., prostorno in svetlo, adaptirano, prodamo. Cena: 165.0..."
6199224,LJ. MOSTE,štirisobno,2018,2018,None,150.0,265000.0,Lares nepremičninska družba d.o.o.,"150 m2, 4-sobno, adaptirano l. 2018, Na lokaciji v Zlogu prodajamo stanovanje v tristanovanjski hiši, ki je v zaključni ..."
6091608,LJ. MOSTE,trisobno,1936,2012,M,87.0,145000.0,"Dom-in, agencija d.o.o.","87 m2, 3-sobno, zgrajeno l. 1936, adaptirano l. 2012, 190 m2 zemljišča, M/1 nad., v celoti adaptirano stanovanje v mansa..."
6180911,LJ. MOSTE,štirisobno,1960,None,P,100.17,2000.0,Akustika group d.o.o.,"100,17 m2, 4-sobno, zgrajeno l. 1960, pritličje, prodamo. Cena: 2.000,00 EUR/m2"
6180912,LJ. MOSTE,petsobno,1960,None,P,131.23,2000.0,Akustika group d.o.o.,"131,23 m2, 5 in večsobno, zgrajeno l. 1960, pritličje, prodamo. Cena: 2.000,00 EUR/m2"
6218330,LJ. MOSTE,dvoinpolsobno,1969,None,1,64.5,147000.0,Zasebna ponudba,"64,5 m2, 2,5-sobno, zgrajeno l. 1969, 1/12 nad., LJ. MOSTE, 64,5 m2, 2-sobno, balkon, zgrajeno l.1969, 1/12 nad., zelo p..."
6206221,LJ. MOSTE,enoinpolsobno,1971,None,4,34.7,130000.0,Kreativa MW d.o.o.,"34,7 m2, 1,5-sobno, v stavbi zgrajeni l. 1971, 4/4 nad., z že vpeljanim oddajanjem prek AirBnB, prijetno, adaptirano in ..."
6218401,LJ. MOSTE,štirisobno,2007,None,P,96.0,245000.0,Roni nepremičnine d.o.o.,"96 m2, 4-sobno, zgrajeno l. 2007, P/2 nad., prodamo. Cena: 245.000,00 EUR"
6215728,LJ. MOSTE,štirisobno,2018,None,1,147.0,345000.0,Kupola nepremičnina d.o.o.,"147 m2, 4-sobno, zgrajeno l. 2018, 1. nad., duplex, grajeno z opeko, ki nudi zdravo naravno bivalno klimo, ogrevanje s t..."
6220198,LJ. MOSTE,enoinpolsobno,2017,None,P,41.8,155000.0,Lares nepremičninska družba d.o.o.,"41,8 m2, 1,5-sobno, zgrajeno l. 2017, 20 m2 zemljišča, pritličje, V novi soseski Zelene Jarše prodamo simpatično manjše ..."
6157615,LJ. MOSTE,enoinpolsobno,1940,2016,1,42.4,110000.0,Nepremičnine Plus d.o.o.,"42,4 m2, 1,5-sobno, zgrajeno l. 1940, adaptirano l. 2016, 1/2 nad., Enosobno stanovanje brez balkona v večstanovanjskem ..."
6209855,LJ. ŠIŠKA,garsonjera,1965,None,5,20.9,82000.0,Proneo d.o.o.,"20,9 m2, garsonjera, zgrajena l. 1965, 5/5 nad., Garsonjera Šiška: 20,9 m2 neto stanovanjske površine in shramba v kleti..."
6196882,LJ. ŠIŠKA,garsonjera,1961,2007,4,23.0,87000.0,DVOREC POSREDNIŠKA HIŠA d.o.o.,"23 m2, garsonjera, zgrajena l. 1961, adaptirana l. 2007, 4/4 nad., Ločena kuhinja, pogled na park, prodamo. Cena: 87.000..."
6182465,LJ. ŠIŠKA,garsonjera,1961,None,None,23.72,93000.0,Mreža nepremičnin d.o.o.,"23,72 m2, garsonjera, zgrajena l. 1961, prodamo. Cena: 93.000,00 EUR"
6221071,LJ. ŠIŠKA,garsonjera,1966,2017,4,24.9,104900.0,MESTO NEPREMIČNIN d.o.o.,"24,9 m2, garsonjera, zgrajena l. 1966, adaptirana l. 2017, 4/10 nad., moderno opremljena garsonjera z balkonom, prodamo...."
6195057,LJ. ŠIŠKA,garsonjera,1968,2016,5,26.9,98000.0,"Stoja trade, d.o.o., Ljubljana","26,9 m2, garsonjera, zgrajena l. 1968, adaptirana l. 2016, 5/9 nad., Prodamo prenovljeno, svetlo garsonjero v 5. nadstro..."
6208504,LJ. ŠIŠKA,garsonjera,1961,None,4,27.6,87000.0,Casa 69 d.o.o.,"27,6 m2, garsonjera, zgrajena l. 1961, 4. nad., v popolnem miru s pogledom na park, posredujemo pri prodaji garsonjere z..."
6197425,LJ. ŠIŠKA,garsonjera,1961,None,4,27.6,87000.0,"ALTERA, d.o.o.","27,6 m2, garsonjera, zgrajena l. 1961, 4. nad., prodamo. Cena: cca 87.000,00 EUR"
6218270,LJ. ŠIŠKA,garsonjera,2007,2007,P,28.4,96000.0,"STAN nepremičnine d.o.o., Ljubljana","28,4 m2, garsonjera, adaptirana l. 2007, pritličje, Posredujemo pri prodaji prijetne garsonjere na odlični lokaciji, pro..."
6220120,LJ. ŠIŠKA,garsonjera,2018,2018,1,28.7,99000.0,Elite nepremičnine d.o.o.,"28,7 m2, garsonjera, adaptirana l. 2018, 1. nad., prodamo popolnoma obnovljeno svetlo garsonjero v nižjem bloku na Gotsk..."
6213532,LJ. ŠIŠKA,enosobno,1972,None,4,29.8,119000.0,MKA nepremičnine d.o.o.,"29,8 m2, 1-sobno, zgrajeno l. 1972, 4/12 nad., prodamo. Cena: 119.000,00 EUR"
6220264,LJ. ŠIŠKA,enosobno,1974,2018,9,29.9,120000.0,"Advice, d.o.o.","29,9 m2, 1-sobno, zgrajeno l. 1974, adaptirano l. 2018, 9. nad., Adaptirano in opremljeno stanovanje, SZ lege, dvigalo, ..."
6217839,LJ. ŠIŠKA,enosobno,1982,None,P,31.0,132000.0,Enepremičnine Ana Ocvirk s.p.,"31 m2, 1-sobno, zgrajeno l. 1982, 25 m2 zemljišča, P/10 nad., prodamo. Cena: 132.000,00 EUR"
6212499,LJ. ŠIŠKA,garsonjera,1930,2018,None,31.1,133000.0,MESTO NEPREMIČNIN d.o.o.,"31,1 m2, garsonjera, zgrajena l. 1930, adaptirana l. 2018, garsonjera v pritličju starejše hiše, prodamo. Cena: 133.000,..."
6219971,LJ. ŠIŠKA,enosobno,1930,None,1,39.9,110000.0,"Stoja trade, d.o.o., Ljubljana","39,9 m2, 1-sobno, zgrajeno l. 1930, 1. nad., INVESTICIJA.Prodamo enosobno stanovanje (36,1 m2 uporabne povrpšine) primer..."
6221220,LJ. ŠIŠKA,dvosobno,1960,None,None,40.6,123000.0,ABC nepremičnine d.o.o.,"40,6 m2, 2-sobno, zgrajeno l. 1960, prodamo. Cena: 123.000,00 EUR"
6204682,LJ. ŠIŠKA,garsonjera,2006,None,None,41.2,135000.0,ABC nepremičnine d.o.o.,"41,2 m2, garsonjera, zgrajena l. 2006, prodamo. Cena: 135.000,00 EUR"
6207368,LJ. ŠIŠKA,enoinpolsobno,1977,None,11,42.34,126000.0,Nepremičnine in cenitve Mitnica Uroš Jere s.p.,"42,34 m2, 1,5-sobno, zgrajeno l. 1977, 11. nad., V bližini kina Šiška prodamo stanovanje, obnovljeno l 2010. Ima dva bal..."
6183158,LJ. ŠIŠKA,enoinpolsobno,2008,None,None,45.3,173000.0,ABC nepremičnine d.o.o.,"45,3 m2, 1,5-sobno, zgrajeno l. 2008, prodamo. Cena: 173.000,00 EUR"
6214622,LJ. ŠIŠKA,dvosobno,1962,None,None,45.5,145000.0,MESTO NEPREMIČNIN d.o.o.,"45,5 m2, 2-sobno, zgrajeno l. 1962, odlična lokacija, svetlo stanovanje z balkonom, prodamo. Cena: 145.000,00 EUR"
6212262,LJ. ŠIŠKA,dvosobno,1968,None,1,46.0,158000.0,Zasebna ponudba,"46 m2, 2-sobno, zgrajeno l. 1968, zgrajeno l. 2017, 1/4 nad., Stanovanje je bilo l. 2017 v delno adaptirano. Novi radiat..."
6221224,LJ. ŠIŠKA,dvosobno,1966,None,None,46.2,145000.0,ABC nepremičnine d.o.o.,"46,2 m2, 2-sobno, zgrajeno l. 1966, prodamo. Cena: 145.000,00 EUR"
6157161,LJ. ŠIŠKA,trisobno,1898,2011,1,47.7,135000.0,LJUBLJANA NEPREMIČNINE d.o.o.,"47,7 m2, 3-sobno, zgrajeno l. 1898, adaptirano l. 2011, 1/3 nad., prodamo. Cena: 135.000,00 EUR"
6171907,LJ. ŠIŠKA,dvosobno,1983,None,9,48.2,139500.0,"Komfort skupina d.o.o., nepremičnine","48,2 m2, 2-sobno, zgrajeno l. 1983, 9. nad., V Šiški- Dravlje prodamo 2-sobno stanovanje v velikost 48,20 m2 v 9. nadstr..."
6179482,LJ. ŠIŠKA,enoinpolsobno,1960,None,4,49.7,135000.0,MKA nepremičnine d.o.o.,"49,7 m2, 1,5-sobno, zgrajeno l. 1960, 4/4 nad., V lepo urejenem (obnovljena fasada in streha) se nahaja svetlo 1,5 sobno..."
6216743,LJ. ŠIŠKA,dvosobno,1962,None,4,50.0,133000.0,Rojal invest d.o.o.,"50 m2, 2-sobno, zgrajeno l. 1962, 4/4 nad., prodamo. Cena: 133.000,00 EUR"
6171307,LJ. ŠIŠKA,dvosobno,1962,None,1,50.8,150000.0,Mreža nepremičnin d.o.o.,"50,8 m2, 2-sobno, zgrajeno l. 1962, 1/4 nad., prodamo. Cena: 150.000,00 EUR"
6163485,LJ. ŠIŠKA,dvosobno,1963,None,3,52.0,150000.0,ALEA nepremičninska družba d.o.o.,"52 m2, 2-sobno, zgrajeno l. 1963, 3/4 nad., Stanovanje se nahaja na zelo iskani lokaciji in ima zelo funkcionalen razpor..."
6218929,LJ. ŠIŠKA,dvosobno,1975,2010,4,52.8,159000.0,MESTO NEPREMIČNIN d.o.o.,"52,8 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2010, 4/4 nad., prostorno, izredno funkcionalen tloris, prodamo. Cena:..."
6219568,LJ. ŠIŠKA,dvosobno,2018,2018,None,53.4,149000.0,"STAN nepremičnine d.o.o., Ljubljana","53,4 m2, 2-sobno, adaptirano l. 2018, Posredujemo pri prodaji 2 sobnega stanovanja na iskani lokaciji z zelo simpatično ..."
6171274,LJ. ŠIŠKA,dvosobno,1963,2012,3,53.8,150000.0,Rojal invest d.o.o.,"53,8 m2, 2-sobno, zgrajeno l. 1963, adaptirano l. 2012, 3/4 nad., prodamo. Cena: 150.000,00 EUR"
6217797,LJ. ŠIŠKA,dvoinpolsobno,2017,2017,VP,56.3,197000.0,"STAN nepremičnine d.o.o., Ljubljana","56,3 m2, 2,5-sobno, adaptirano l. 2017, visoko pritličje, Na mirni in priljubljeni lokaciji posredujemo pri prodaji 2,5-..."
6220480,LJ. ŠIŠKA,dvosobno,1964,2004,1,56.3,149000.0,Atrium nepremičnine d.o.o.,"56,3 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2004, 1/4 nad., prodamo. Cena: 149.000,00 EUR"
6173021,LJ. ŠIŠKA,dvosobno,1994,2006,1,57.2,164000.0,Mreža nepremičnin d.o.o.,"57,2 m2, 2-sobno, zgrajeno l. 1994, adaptirano l. 2006, 1/2 nad., prodamo. Cena: 164.000,00 EUR"
6218963,LJ. ŠIŠKA,dvoinpolsobno,1960,2017,1,57.5,162000.0,Nepremičnine Plus d.o.o.,"57,5 m2, 2,5-sobno, zgrajeno l. 1960, adaptirano l. 2017, 1/4 nad., Stanovanje je bilo med leti 2018-2018 skoraj v celot..."
6216313,LJ. ŠIŠKA,dvoinpolsobno,1960,2007,3,58.5,139000.0,KREATIVDOM d.o.o.,"58,5 m2, 2,5-sobno, zgrajeno l. 1960, adaptirano l. 2007, 3/4 nad., prodamo. Cena: 139.000,00 EUR"
6209941,LJ. ŠIŠKA,dvoinpolsobno,1960,2017,3,58.5,155000.0,"Stoja trade, d.o.o., Ljubljana","58,5 m2, 2,5-sobno, zgrajeno l. 1960, adaptirano l. 2017, 3. nad., Prodamo 2,5 sobno stanovanje v Šiški z jugo vzhodno u..."
6168889,LJ. ŠIŠKA,dvoinpolsobno,1993,None,1,59.0,175000.0,Zasebna ponudba,"59 m2, 2,5-sobno, zgrajeno l. 1993, 1/2 nad., prodamo. Cena: 175.000,00 EUR"
6205076,LJ. ŠIŠKA,dvosobno,1982,None,8,59.2,158000.0,LJUBLJANA NEPREMIČNINE d.o.o.,"59,2 m2, 2-sobno, zgrajeno l. 1982, 8/10 nad., ; lepo urejeno dvosobno stanovanje - Brilejeva;, prodamo. Cena: 158.000,0..."
6217256,LJ. ŠIŠKA,dvosobno,1975,2010,7,60.4,145000.0,MESTO NEPREMIČNIN d.o.o.,"60,4 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2010, 7/10 nad., dvosobno stanovanje z balkonom, opremljeno, prodamo. ..."
6188224,LJ. ŠIŠKA,dvosobno,1983,None,2,60.6,181800.0,"Dominos d.o.o., PE Ljubljana","60,6 m2, 2-sobno, zgrajeno l. 1983, 2. nad., prodamo. Cena: 181.800,00 EUR"
6206354,LJ. ŠIŠKA,dvosobno,1965,None,3,61.0,165000.0,"ALTERA, d.o.o.","61 m2, 2-sobno, zgrajeno l. 1965, 3. nad., prodamo. Cena: cca 165.000,00 EUR"
6209942,LJ. ŠIŠKA,dvosobno,1965,None,4,61.0,165000.0,"Stoja trade, d.o.o., Ljubljana","61 m2, 2-sobno, zgrajeno l. 1965, 4/12 nad., SPREMEMBA CENE.Prodamo zelo svetlo stanovanje v Šiški z jugo zahodno usmeri..."
6216818,LJ. ŠIŠKA,trisobno,1963,2013,2,61.1,204000.0,DVOREC POSREDNIŠKA HIŠA d.o.o.,"61,1 m2, 3-sobno, zgrajeno l. 1963, adaptirano l. 2013, 2/4 nad., Neposredna bližina Centra, nasproti parka Tivoli, prod..."
6220880,LJ. ŠIŠKA,dvosobno,1972,2018,7,61.4,175000.0,KREATIVDOM d.o.o.,"61,4 m2, 2-sobno, zgrajeno l. 1972, adaptirano l. 2018, 7/10 nad., prodamo. Cena: 175.000,00 EUR"
6221217,LJ. ŠIŠKA,dvosobno,1983,None,None,62.0,159500.0,ABC nepremičnine d.o.o.,"62 m2, 2-sobno, zgrajeno l. 1983, prodamo. Cena: 159.500,00 EUR"
6200723,LJ. ŠIŠKA,dvosobno,1968,2010,1,62.4,155000.0,"Aeon nepremičnine, d.o.o., Century 21 Emona","62,4 m2, 2-sobno, zgrajeno l. 1968, adaptirano l. 2010, 1/10 nad., prodamo. Cena: 155.000,00 EUR"
6213769,LJ. ŠIŠKA,dvoinpolsobno,1977,2008,7,62.5,179000.0,Atrium nepremičnine d.o.o.,"62,5 m2, 2,5-sobno, zgrajeno l. 1977, adaptirano l. 2008, 7/11 nad., prodamo. Cena: 179.000,00 EUR"
6209544,LJ. ŠIŠKA,dvosobno,1975,2018,10,63.1,145000.0,KREATIVDOM d.o.o.,"63,1 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2018, 10/10 nad., prodamo. Cena: 145.000,00 EUR"
6219103,LJ. ŠIŠKA,dvosobno,1968,2018,3,63.5,170000.0,Zasebna ponudba,"63,5 m2, 2-sobno, zgrajeno l. 1968, adaptirano l. 2018, 3/8 nad., prodamo. Cena: 170.000,00 EUR"
6195527,LJ. ŠIŠKA,dvosobno,1969,2008,2,63.7,167000.0,"Dominos d.o.o., PE Ljubljana","63,7 m2, 2-sobno, zgrajeno l. 1969, adaptirano l. 2008, 2/9 nad., prodamo. Cena: 167.000,00 EUR"
6215715,LJ. ŠIŠKA,dvosobno,1968,2004,11,64.0,165000.0,LGP d.o.o.,"64 m2, 2-sobno, zgrajeno l. 1968, adaptirano l. 2004, 11/12 nad., prodamo. Cena: 165.000,00 EUR"
6194749,LJ. ŠIŠKA,dvosobno,1937,2005,P,64.0,158000.0,"Stoja trade, d.o.o., Ljubljana","64 m2, 2-sobno, zgrajeno l. 1937, adaptirano l. 2005, P/2 nad., Prodamo svetlo neopremljeno 2-sobno stanovanje z visokim..."
6219309,LJ. ŠIŠKA,trisobno,2018,None,VP,64.25,3700.0,Zasebna ponudba,"64,25 m2, 3-sobno, novogradnja - zgr. l. 2018, VP/4 nad., Vila Celovška - novogradnja - odlična lokacija v Šiški, prodam..."
6216737,LJ. ŠIŠKA,trisobno,1963,None,2,65.0,200000.0,Mreža nepremičnin d.o.o.,"65 m2, 3-sobno, zgrajeno l. 1963, 2. nad., prodamo. Cena: 200.000,00 EUR"
6214742,LJ. ŠIŠKA,dvosobno,1968,None,11,65.0,165000.0,LJUBLJANA NEPREMIČNINE d.o.o.,"65 m2, 2-sobno, zgrajeno l. 1968, 11/12 nad., V Šiški posredujemo pri prodaji 2 sobnega stanovanja, prodamo. Cena: 165.0..."
6219533,LJ. ŠIŠKA,triinpolsobno,1968,2016,P,66.4,290000.0,MESTO NEPREMIČNIN d.o.o.,"66,4 m2, 3,5-sobno, zgrajeno l. 1968, adaptirano l. 2016, 53,7 m2 zemljišča, pritličje, svetlo in prostorno atrijsko sta..."
6218898,LJ. ŠIŠKA,trisobno,1969,2003,P,66.5,175000.0,"Moja vila, Tina Dolinar s.p.","66,5 m2, 3-sobno, zgrajeno l. 1969, adaptirano l. 2003, pritličje, Stanovanje z funkcionalno razporeditvijo in atrijem. ..."
6218405,LJ. ŠIŠKA,dvosobno,1968,2017,11,66.6,165000.0,Casa 69 d.o.o.,"66,6 m2, 2-sobno, zgrajeno l. 1968, adaptirano l. 2017, 11. nad., V nakup vam ponujamo svetlo vogalno stanovanje z dvema..."
6214948,LJ. ŠIŠKA,trisobno,1968,2015,11,66.6,165000.0,MESTO NEPREMIČNIN d.o.o.,"66,6 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2015, 11/12 nad., prijetno stanovanje z možnostjo preureditve po lastn..."
6215354,LJ. ŠIŠKA,trisobno,1968,None,11,66.6,165000.0,Moneta Invest d.o.o.,"66,6 m2, 3-sobno, zgrajeno l. 1968, 11. nad., prodamo. Cena: 165.000,00 EUR"
6220417,LJ. ŠIŠKA,dvosobno,1986,2007,11,67.0,178000.0,Bidom d.o.o.,"67 m2, 2-sobno, zgrajeno l. 1986, adaptirano l. 2007, 11/12 nad., dvigalo, balkon, pvc okna, prodamo. Cena: 178.000,00 E..."
6208527,LJ. ŠIŠKA,trisobno,2007,2007,P,67.4,127000.0,Svet RE d.o.o.,"67,4 m2, 3-sobno, adaptirano l. 2007, pritličje, pritlično stanovanje v urejenem večstanovanjskem objektu z upravnikom, ..."
6181800,LJ. ŠIŠKA,trisobno,1972,1997,P,67.4,125000.0,Rojal invest d.o.o.,"67,4 m2, 3-sobno, zgrajeno l. 1972, adaptirano l. 1997, P/2 nad., prodamo. Cena: 125.000,00 EUR"
6221088,LJ. ŠIŠKA,trisobno,1962,2010,VP,68.8,200000.0,MESTO NEPREMIČNIN d.o.o.,"68,8 m2, 3-sobno, zgrajeno l. 1962, adaptirano l. 2010, VP/4 nad., odlična lokacija, stanovanje s pripadajočo garažo, pr..."
6200152,LJ. ŠIŠKA,trisobno,1970,2013,1,69.0,209000.0,Zasebna ponudba,"69 m2, 3-sobno, zgrajeno l. 1970, adaptirano l. 2013, 1/16 nad., 3- sobno stanovanje, 69m/2, v celoti obnovljeno, prodam..."
6209202,LJ. ŠIŠKA,dvoinpolsobno,1952,None,2,69.0,187000.0,MESTO NEPREMIČNIN d.o.o.,"69 m2, 2,5-sobno, zgrajeno l. 1952, 2/3 nad., prodamo. Cena: 187.000,00 EUR"
6220456,LJ. ŠIŠKA,trisobno,1970,None,None,69.0,209000.0,Casa 69 d.o.o.,"69 m2, 3-sobno, zgrajeno l. 1970, V iskanem predelu Ljubljane - delu Šiške posredujemo pri prodaji trisobnega stanovanja..."
6219513,LJ. ŠIŠKA,trisobno,1963,None,2,69.4,204000.0,MESTO NEPREMIČNIN d.o.o.,"69,4 m2, 3-sobno, zgrajeno l. 1963, 2/4 nad., prijetno stanovanje na fantastični lokaciji, prodamo. Cena: 204.000,00 EUR..."
6220169,LJ. ŠIŠKA,trisobno,1964,2008,3,69.4,168000.0,MESTO NEPREMIČNIN d.o.o.,"69,4 m2, 3-sobno, zgrajeno l. 1964, adaptirano l. 2008, 3/4 nad., prostorno in svetlo stanovanje, prodamo. Cena: 168.000..."
6216953,LJ. ŠIŠKA,dvoinpolsobno,1959,None,2,70.3,190000.0,MP PROJEKT d.o.o.,"70,3 m2, 2,5-sobno, zgrajeno l. 1959, 2. nad., mirna soseska, bližina Mosteca, Koseškega bajerja, prodamo. Cena: cca 190..."
6183827,LJ. ŠIŠKA,trisobno,1938,2012,None,70.3,227000.0,KREATIVDOM d.o.o.,"70,3 m2, 3-sobno, zgrajeno l. 1938, adaptirano l. 2012, prodamo. Cena: 227.000,00 EUR"
6217991,LJ. ŠIŠKA,trisobno,1940,2017,5,70.71,185000.0,"Aeon nepremičnine, d.o.o., Century 21 Emona","70,71 m2, 3-sobno, zgrajeno l. 1940, adaptirano l. 2017, 5/5 nad., prodamo. Cena: 185.000,00 EUR"
